latency,duration,type,marker_value,key,timestamp,marker_id
12.563725,0.000000,task_start,1,-1,1747999014.347355,1
14.562677,0.000000,task_start,1,-1,1747999016.346307,2
16.561629,0.000000,task_start,1,-1,1747999018.345259,3
18.552773,0.000000,task_start,1,-1,1747999020.336403,4
20.551724,0.000000,task_start,1,-1,1747999022.335354,5
22.550676,0.000000,task_start,1,-1,1747999024.334306,6
24.549628,0.000000,task_start,1,-1,1747999026.333258,7
26.548580,0.000000,task_start,1,-1,1747999028.332210,8
28.563149,0.000000,task_start,1,-1,1747999030.346779,9
30.562101,0.000000,task_start,1,-1,1747999032.345731,10
32.561053,0.000000,task_start,1,-1,1747999034.344683,11
34.560004,0.000000,task_start,1,-1,1747999036.343634,12
36.558956,0.000000,task_start,1,-1,1747999038.342586,13
38.557908,0.000000,task_start,1,-1,1747999040.341538,14
40.549052,0.000000,task_start,1,-1,1747999042.332682,15
42.548004,0.000000,task_start,1,-1,1747999044.331634,16
44.562572,0.000000,task_start,1,-1,1747999046.346202,17
46.561524,0.000000,task_start,1,-1,1747999048.345154,18
48.560476,0.000000,task_start,1,-1,1747999050.344106,19
50.559428,0.000000,task_start,1,-1,1747999052.343058,20
52.558380,0.000000,task__end,2,-1,1747999054.342010,21
76.053873,0.000000,task_start,1,-1,1747999077.837503,22
78.052825,0.000000,task_start,1,-1,1747999079.836455,23
80.051777,0.000000,task_start,1,-1,1747999081.835407,24
82.066345,0.000000,task_start,1,-1,1747999083.849975,25
84.065297,0.000000,task_start,1,-1,1747999085.848927,26
86.064249,0.000000,task_start,1,-1,1747999087.847879,27
88.055393,0.000000,task_start,1,-1,1747999089.839023,28
90.054345,0.000000,task_start,1,-1,1747999091.837975,29
92.053297,0.000000,task_start,1,-1,1747999093.836927,30
94.052248,0.000000,task_start,1,-1,1747999095.835878,31
96.051200,0.000000,task_start,1,-1,1747999097.834830,32
98.050152,0.000000,task_start,1,-1,1747999099.833782,33
100.064721,0.000000,task_start,1,-1,1747999101.848351,34
102.063673,0.000000,task_start,1,-1,1747999103.847303,35
104.062625,0.000000,task_start,1,-1,1747999105.846255,36
106.061577,0.000000,task_start,1,-1,1747999107.845207,37
108.052720,0.000000,task_start,1,-1,1747999109.836350,38
110.051672,0.000000,task_start,1,-1,1747999111.835302,39
112.050624,0.000000,task_start,1,-1,1747999113.834254,40
114.049576,0.000000,task_start,1,-1,1747999115.833206,41
116.064145,0.000000,task__end,2,-1,1747999117.847775,42
139.559638,0.000000,task_start,1,-1,1747999141.343268,43
141.558589,0.000000,task_start,1,-1,1747999143.342219,44
143.557541,0.000000,task_start,1,-1,1747999145.341171,45
145.556493,0.000000,task_start,1,-1,1747999147.340123,46
147.555445,0.000000,task_start,1,-1,1747999149.339075,47
149.554397,0.000000,task_start,1,-1,1747999151.338027,48
151.545541,0.000000,task_start,1,-1,1747999153.329171,49
153.567918,0.000000,task_start,1,-1,1747999155.351548,50
155.559061,0.000000,task_start,1,-1,1747999157.342691,51
157.558013,0.000000,task_start,1,-1,1747999159.341643,52
159.556965,0.000000,task_start,1,-1,1747999161.340595,53
161.555917,0.000000,task_start,1,-1,1747999163.339547,54
163.554869,0.000000,task_start,1,-1,1747999165.338499,55
165.553821,0.000000,task_start,1,-1,1747999167.337451,56
167.552773,0.000000,task_start,1,-1,1747999169.336403,57
169.551724,0.000000,task_start,1,-1,1747999171.335354,58
171.566293,0.000000,task_start,1,-1,1747999173.349923,59
173.565245,0.000000,task_start,1,-1,1747999175.348875,60
175.564197,0.000000,task_start,1,-1,1747999177.347827,61
177.555341,0.000000,task_start,1,-1,1747999179.338971,62
179.554292,0.000000,task__end,2,-1,1747999181.337922,63
